Review_Date,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
03/05/2017,Henley House Hotel,United Kingdom,No Negative,The breakfast is excellent rooms clean very comfortable Staff all lovely My first stay here but for my daughter who was with me it is her third stay hoping to be back next month,10,1,"[' Family with young children ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",151 day
11/22/2016,Holiday Inn London Camden Lock,United Kingdom,Nothing I was only there to change for an event and sleep and everything was as I expected I didn t have breakfast,The room was spacious clean and comfortable Location was excellent for the event I was attending and also easy to get back to the station to go home the next morning,7.5,4,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",254 day
03/22/2016,Holiday Inn London Camden Lock,United Kingdom,No Negative,Room was spotless comfortable and very quiet,9.6,1,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",499 day
05/01/2016,DoubleTree by Hilton London Westminster,United States of America,No Negative,The entire staff was extremely friendly and helpful Our requests were responded to in a very timely manner Everything was perfect from the time we checked in until the time we checked out We will stay at Doubletree again and will definitely recommend it to anyone traveling to London,10,2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",459 day
09/01/2016,DoubleTree by Hilton London Westminster,Australia,No Negative,Entire stay,7.5,1,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",336 day
04/21/2017,Blakemore Hyde Park,United Kingdom,No Negative,It was very clean and comfortable with a good breakfast It s located in a nice area with good transport links I would highly recommend staying here,9.6,3,"[' Leisure trip ', ' Family with young children ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",104 day
03/07/2016,Blakemore Hyde Park,United Kingdom,Unfortunalty the receptionist when we were leaving made no conversation about our stay we just payed the bill and walked away very disappointing as other than this we would have had nothing that we didn t like,The friendly staff we were always welcomed with a smile and a greeting particularly from the ladies doing the rooms The clean fresh smell of linen each time we entered the corridor and our room We enjoyed lovely meal in the resurant with food being at reasonable prices which is not always the case with some London Hotels,10,3,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",514 day
03/10/2017,Blakemore Hyde Park,United Kingdom,Wish the water pressure of the shower was a bit better,Free upgrade of our room,7.9,1,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ']",146 day
05/13/2016,Blakemore Hyde Park,Canada,No Negative,Location and spacious rooms,9.2,14,"[' Business trip ', ' Solo traveler ', ' Club Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",447 day
09/10/2015,Blakemore Hyde Park,Spain,No Negative,Location,7.5,7,"[' Business trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 1 night ']",693 day
01/01/2017,Rathbone,United Kingdom,Wifi cost is ridiculous,Nice cosy hotel in a good location,8.8,2,"[' Leisure trip ', ' Solo traveler ', ' Junior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",214 day
05/27/2017,Comfort Inn Suites Kings Cross St Pancras,Australia,We would prefer the upstairs room that was more spacious and looked out to street the groundfloor room was noisy as it opened onto reception and was and was smaller than upstairs,great position to catch Eurostar and handy to tube station and easy eating places around the staff were very helpful and pleasant at all times would recommend this hotel,9.6,9,"[' Leisure trip ', ' Couple ', ' Double Suite ', ' Stayed 3 nights ']",68 days
04/05/2017,The Queens Gate Hotel,United Kingdom,Other guests luggage was still in my room when I checked in rooms looked old and tired Bed was not clean stains on sheets not worth the money I paid not the room in the pictures I ended up with a really small room at the top,Staff were friendly,4.6,4,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 1 night ']",120 day
04/22/2017,The Queens Gate Hotel,United Kingdom,No Negative,Had a great nights sleep Lovely fluffy towels very convenient for RAH,8.8,31,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']",103 day
08/26/2015,The Queens Gate Hotel,United Kingdom,The shower door did not close properly The curtains did not draw together,Convenience to the Albert Hall The staff were good,7.9,4,"[' Leisure trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 1 night ']",708 day
06/09/2016,Radisson Blu Edwardian Hampshire,United Kingdom,The bed gave me a bit of backache But I think that s just sleeping in an unfamiliar bed A bigger variety of cocktails on the menu would have been nice but the Pisco Flower Sour and the Gin Sherbet were particularly good,The friendly helpful and professional staff on reception they were lovely Beautifully appointed room with comfy firm pillows Quality toiletries in the bathroom Good cocktails in the bar,9.6,1,"[' Business trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",420 day
08/18/2015,Radisson Blu Edwardian Hampshire,Malta,No Negative,Friendly and helpful staff excellent location clean and comfortable rooms and facilities Nice breakfast,8.8,10,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",716 day
08/11/2016,The Marble Arch London,United Arab Emirates,Paid for a deluxe room and seems ended in like a store room with double space wherein no space to walk within,Only the location,5.4,1,"[' Leisure trip ', ' Travelers with friends ', ' Deluxe Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",357 day
08/25/2015,H tel du Minist re,United States of America,Breakfast was expensive but was good,Excellent location friendly staff room size on par for Paris comfortable,10,1,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",709 day
04/30/2017,Shangri La Hotel at The Shard London,United Kingdom,All good,Bathroom,10,1,"[' Leisure trip ', ' Couple ', ' Superior Shard King ', ' Stayed 1 night ', ' Submitted from a mobile device ']",95 days
12/17/2015,Shangri La Hotel at The Shard London,United Kingdom,No Negative,Staff we re very friendly and helpful Great room with a fantastic view,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Shard King ', ' Stayed 1 night ']",595 day
03/20/2016,Acad mie H tel Saint Germain,India,No Negative,Everything The Bond girl as she called herself both the ladies at the desk were friendly helpful and excellent,10,38,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room with Spa Bath ', ' Stayed 2 nights ']",501 day
07/31/2016,Park Grand London Kensington,United States of America,No Negative,Great hotel Very modern and high tech The staff are super helpful and friendly Wonderful location very close to London s easy to use underground Excellent food in the restaurant and other good restaurants nearby Gabriella in the restaurant was especially helpful,10,5,"[' Leisure trip ', ' Family with older children ', ' Deluxe Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",368 day
09/01/2015,Park Grand London Kensington,United Kingdom,Only fault window loovers had duck tape on them to seal Looked poor,Excellent verry helpful will stay there again Best breakfast this year and I have stayed in quite a few nice hotels this year,9.6,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",702 day
07/23/2016,Park Grand London Kensington,United Arab Emirates,Very small room and bathroom No parking facility,No Positive,6.7,4,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",376 day
11/10/2015,Park Grand London Kensington,United States of America,No Negative,Location facilities were modern and updated,8.3,30,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",632 day
07/07/2017,The Beaufort,United States of America,The staff was very accommodating and the room was very spacious and well appointed,I would prefer that breakfast be included and a breakfast room provided,9.2,1,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 6 nights ']",27 days
04/06/2017,Blakes Hotel,Netherlands,Room too dark no spa facilities,Bed very comfy excellent breakfast great bar for drinks,8.3,1,"[' Leisure trip ', ' Family with young children ', ' Director s Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",119 day
06/18/2017,Hotel Oscar,Australia,We were given the wrong room initially and were talen aback to find other people in our room and our possessions had been moved The manager was apologetic for the confusion After the first day bathroom supplies such as soap and face flannels were not replenished The tea and coffee machines are not as efficient as a kettle The wifi was sometimes intermittent Otherwise a lovely hotel,The location and room size suited our needs The staff were friendly and helpful and spoke English with us when our French was limited We are very grateful to one of the cleaning staff for her help on our departure day The hotel is only a few rooms so very private It has a great entry system with codes and not keys,7.1,2,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",46 days
10/25/2015,The Westbridge Hotel,United Kingdom,Friend commented on the lack of TV guide,The staff were very friendly and the Hotel itself looked very nice inside The room was fantastic nice beds good TV excellent drink facilities and clean bathroom,9.6,3,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",648 day
07/19/2016,Courthouse Hotel Shoreditch,United Kingdom,No Negative,Every member of hotel staff was friendly chatty and comfortable From check in the friendly conversation began which made us feel welcome Miguel showed us to our room and was polite helpful and told us a little about the hotel which is always nice We had a fantastic room with an amazing view room 616 The hotel even put out a little plate of dessert treats with a happy birthday message for my partner which was lovely Room was spacious and well decorated with a comfortable bed which gave us a great nights sleep Room was also quiet enough in the night although I m unsure if that was to do with being up on the 6th floor Location was brilliant Right next to hoxton square and shoreditch high street Bar in the hotel was well decorated with very friendly staff Roberto especially was a superb cocktail maker and made some very good long islands for us in the evening Impressed with the quirkiness of the bar but feel that not enough people know about it yet so the atmosphere was a little lacking However this will pick up in time I am sure Roberto and Roberta looked after us in the bar and we felt very comfortable chatting away to them All in all impressed with our stay and will definately come again,10,1,"[' Leisure trip ', ' Couple ', ' Dalston King ', ' Stayed 1 night ', ' Submitted from a mobile device ']",380 day
